Obs,ICD10,ICD10 Label,Code Valid in FY2016 (10/1/15 - 9/30/16),"FY2015 MCE Age Condition [use AGE_AT_ DIAGNOSIS]",FY2015 MCE Sex Condition,"CC Age Split  [use AGE_LAST]",CC Sex Split,CC,Additional CC,Footnote
4260,M08819,"Other juvenile arthritis, unspecified shoulder",Y,,,,,56,,
4261,M08821,"Other juvenile arthritis, right elbow",Y,,,,,56,,
4262,M08822,"Other juvenile arthritis, left elbow",Y,,,,,56,,
4263,M08829,"Other juvenile arthritis, unspecified elbow",Y,,,,,56,,
4264,M08831,"Other juvenile arthritis, right wrist",Y,,,,,56,,
4265,M08832,"Other juvenile arthritis, left wrist",Y,,,,,56,,
4266,M08839,"Other juvenile arthritis, unspecified wrist",Y,,,,,56,,
4267,M08841,"Other juvenile arthritis, right hand",Y,,,,,56,,
4268,M08842,"Other juvenile arthritis, left hand",Y,,,,,56,,
4269,M08849,"Other juvenile arthritis, unspecified hand",Y,,,,,56,,
4270,M08851,"Other juvenile arthritis, right hip",Y,,,,,56,,
4271,M08852,"Other juvenile arthritis, left hip",Y,,,,,56,,
4272,M08859,"Other juvenile arthritis, unspecified hip",Y,,,,,56,,
4273,M08861,"Other juvenile arthritis, right knee",Y,,,,,56,,
4274,M08862,"Other juvenile arthritis, left knee",Y,,,,,56,,
4275,M08869,"Other juvenile arthritis, unspecified knee",Y,,,,,56,,
4276,M08871,"Other juvenile arthritis, right ankle and foot",Y,,,,,56,,
4277,M08872,"Other juvenile arthritis, left ankle and foot",Y,,,,,56,,
4278,M08879,"Other juvenile arthritis, unspecified ankle and foot",Y,,,,,56,,
4279,M0888,"Other juvenile arthritis, other specified site",Y,,,,,56,,
4280,M0889,"Other juvenile arthritis, multiple sites",Y,,,,,56,,
4281,M0890,"Juvenile arthritis, unspecified, unspecified site",Y,,,,,56,,
4282,M08911,"Juvenile arthritis, unspecified, right shoulder",Y,,,,,56,,
4283,M08912,"Juvenile arthritis, unspecified, left shoulder",Y,,,,,56,,
4284,M08919,"Juvenile arthritis, unspecified, unspecified shoulder",Y,,,,,56,,
4285,M08921,"Juvenile arthritis, unspecified, right elbow",Y,,,,,56,,
4286,M08922,"Juvenile arthritis, unspecified, left elbow",Y,,,,,56,,
4287,M08929,"Juvenile arthritis, unspecified, unspecified elbow",Y,,,,,56,,
4288,M08931,"Juvenile arthritis, unspecified, right wrist",Y,,,,,56,,
4289,M08932,"Juvenile arthritis, unspecified, left wrist",Y,,,,,56,,
4290,M08939,"Juvenile arthritis, unspecified, unspecified wrist",Y,,,,,56,,
4291,M08941,"Juvenile arthritis, unspecified, right hand",Y,,,,,56,,
4292,M08942,"Juvenile arthritis, unspecified, left hand",Y,,,,,56,,
4293,M08949,"Juvenile arthritis, unspecified, unspecified hand",Y,,,,,56,,
4294,M08951,"Juvenile arthritis, unspecified, right hip",Y,,,,,56,,
4295,M08952,"Juvenile arthritis, unspecified, left hip",Y,,,,,56,,
4296,M08959,"Juvenile arthritis, unspecified, unspecified hip",Y,,,,,56,,
4297,M08961,"Juvenile arthritis, unspecified, right knee",Y,,,,,56,,
4298,M08962,"Juvenile arthritis, unspecified, left knee",Y,,,,,56,,
4299,M08969,"Juvenile arthritis, unspecified, unspecified knee",Y,,,,,56,,
4300,M08971,"Juvenile arthritis, unspecified, right ankle and foot",Y,,,,,56,,
4301,M08972,"Juvenile arthritis, unspecified, left ankle and foot",Y,,,,,56,,
4302,M08979,"Juvenile arthritis, unspecified, unspecified ankle and foot",Y,,,,,56,,
4303,M0898,"Juvenile arthritis, unspecified, vertebrae",Y,,,,,56,,
4304,M0899,"Juvenile arthritis, unspecified, multiple sites",Y,,,,,56,,
4305,M1200,"Chronic postrheumatic arthropathy [Jaccoud], unspecified site",Y,,,,,57,,
4306,M12011,"Chronic postrheumatic arthropathy [Jaccoud], right shoulder",Y,,,,,57,,
4307,M12012,"Chronic postrheumatic arthropathy [Jaccoud], left shoulder",Y,,,,,57,,
4308,M12019,"Chronic postrheumatic arthropathy [Jaccoud], unspecified shoulder",Y,,,,,57,,
4309,M12021,"Chronic postrheumatic arthropathy [Jaccoud], right elbow",Y,,,,,57,,
4310,M12022,"Chronic postrheumatic arthropathy [Jaccoud], left elbow",Y,,,,,57,,
4311,M12029,"Chronic postrheumatic arthropathy [Jaccoud], unspecified elbow",Y,,,,,57,,
4312,M12031,"Chronic postrheumatic arthropathy [Jaccoud], right wrist",Y,,,,,57,,
4313,M12032,"Chronic postrheumatic arthropathy [Jaccoud], left wrist",Y,,,,,57,,
4314,M12039,"Chronic postrheumatic arthropathy [Jaccoud], unspecified wrist",Y,,,,,57,,
4315,M12041,"Chronic postrheumatic arthropathy [Jaccoud], right hand",Y,,,,,57,,
4316,M12042,"Chronic postrheumatic arthropathy [Jaccoud], left hand",Y,,,,,57,,
4317,M12049,"Chronic postrheumatic arthropathy [Jaccoud], unspecified hand",Y,,,,,57,,
4318,M12051,"Chronic postrheumatic arthropathy [Jaccoud], right hip",Y,,,,,57,,
4319,M12052,"Chronic postrheumatic arthropathy [Jaccoud], left hip",Y,,,,,57,,
4320,M12059,"Chronic postrheumatic arthropathy [Jaccoud], unspecified hip",Y,,,,,57,,
4321,M12061,"Chronic postrheumatic arthropathy [Jaccoud], right knee",Y,,,,,57,,
4322,M12062,"Chronic postrheumatic arthropathy [Jaccoud], left knee",Y,,,,,57,,
4323,M12069,"Chronic postrheumatic arthropathy [Jaccoud], unspecified knee",Y,,,,,57,,
4324,M12071,"Chronic postrheumatic arthropathy [Jaccoud], right ankle and foot",Y,,,,,57,,
4325,M12072,"Chronic postrheumatic arthropathy [Jaccoud], left ankle and foot",Y,,,,,57,,
4326,M12079,"Chronic postrheumatic arthropathy [Jaccoud], unspecified ankle and foot",Y,,,,,57,,
4327,M1208,"Chronic postrheumatic arthropathy [Jaccoud], other specified site",Y,,,,,57,,
4328,M1209,"Chronic postrheumatic arthropathy [Jaccoud], multiple sites",Y,,,,,57,,
4329,M300,Polyarteritis nodosa,Y,,,,,56,,
4330,M301,Polyarteritis with lung involvement [Churg-Strauss],Y,,,,,56,,
4331,M302,Juvenile polyarteritis,Y,,,,,56,,
4332,M303,Mucocutaneous lymph node syndrome [Kawasaki],Y,,,,,56,,
4333,M308,Other conditions related to polyarteritis nodosa,Y,,,,,56,,
4334,M310,Hypersensitivity angiitis,Y,,,,,56,,
4335,M311,Thrombotic microangiopathy,Y,,,,,56,,
4336,M312,Lethal midline granuloma,Y,,,,,56,,
4337,M3130,Wegener's granulomatosis without renal involvement,Y,,,,,56,,
4338,M3131,Wegener's granulomatosis with renal involvement,Y,,,,,56,,
4339,M314,Aortic arch syndrome [Takayasu],Y,,,,,56,,
4340,M315,Giant cell arteritis with polymyalgia rheumatica,Y,,,,,57,,
4341,M316,Other giant cell arteritis,Y,,,,,57,,
4342,M317,Microscopic polyangiitis,Y,,,,,56,,
4343,M320,Drug-induced systemic lupus erythematosus,Y,,,,,57,,
4344,M3210,"Systemic lupus erythematosus, organ or system involvement unspecified",Y,,,,,57,,
4345,M3211,Endocarditis in systemic lupus erythematosus,Y,,,,,57,,
4346,M3212,Pericarditis in systemic lupus erythematosus,Y,,,,,57,135,
4347,M3213,Lung involvement in systemic lupus erythematosus,Y,,,,,57,162,
4348,M3214,Glomerular disease in systemic lupus erythematosus,Y,,,,,57,,
4349,M3215,Tubulo-interstitial nephropathy in systemic lupus erythematosus,Y,,,,,57,,
4350,M3219,Other organ or system involvement in systemic lupus erythematosus,Y,,,,,57,,
4351,M328,Other forms of systemic lupus erythematosus,Y,,,,,57,,
4352,M329,"Systemic lupus erythematosus, unspecified",Y,,,,,57,,
4353,M3300,"Juvenile dermatopolymyositis, organ involvement unspecified",Y,,,,,56,,
4354,M3301,Juvenile dermatopolymyositis with respiratory involvement,Y,,,,,56,162,
4355,M3302,Juvenile dermatopolymyositis with myopathy,Y,,,,,56,,
4356,M3309,Juvenile dermatopolymyositis with other organ involvement,Y,,,,,56,,
4357,M3310,"Other dermatopolymyositis, organ involvement unspecified",Y,,,,,56,,
4358,M3311,Other dermatopolymyositis with respiratory involvement,Y,,,,,56,162,
4359,M3312,Other dermatopolymyositis with myopathy,Y,,,,,56,,
4360,M3319,Other dermatopolymyositis with other organ involvement,Y,,,,,56,,
4361,M3320,"Polymyositis, organ involvement unspecified",Y,,,,,56,,
4362,M3321,Polymyositis with respiratory involvement,Y,,,,,56,162,
4363,M3322,Polymyositis with myopathy,Y,,,,,56,,
4364,M3329,Polymyositis with other organ involvement,Y,,,,,56,,
4365,M3390,"Dermatopolymyositis, unspecified, organ involvement unspecified",Y,,,,,56,,
4366,M3391,"Dermatopolymyositis, unspecified with respiratory involvement",Y,,,,,56,162,
4367,M3392,"Dermatopolymyositis, unspecified with myopathy",Y,,,,,56,,
4368,M3399,"Dermatopolymyositis, unspecified with other organ involvement",Y,,,,,56,,
4369,M340,Progressive systemic sclerosis,Y,,,,,56,,
4370,M341,CR(E)ST syndrome,Y,,,,,56,,
4371,M342,Systemic sclerosis induced by drug and chemical,Y,,,,,56,,
4372,M3481,Systemic sclerosis with lung involvement,Y,,,,,56,162,
4373,M3482,Systemic sclerosis with myopathy,Y,,,,,56,,
4374,M3483,Systemic sclerosis with polyneuropathy,Y,,,,,56,115,
4375,M3489,Other systemic sclerosis,Y,,,,,56,,
4376,M349,"Systemic sclerosis, unspecified",Y,,,,,56,,
4377,M3500,"Sicca syndrome, unspecified",Y,,,,,57,,
4378,M3501,Sicca syndrome with keratoconjunctivitis,Y,,,,,57,,
4379,M3502,Sicca syndrome with lung involvement,Y,,,,,57,162,
4380,M3503,Sicca syndrome with myopathy,Y,,,,,57,,
4381,M3504,Sicca syndrome with tubulo-interstitial nephropathy,Y,,,,,57,,
4382,M3509,Sicca syndrome with other organ involvement,Y,,,,,57,,
4383,M351,Other overlap syndromes,Y,,,,,57,,
4384,M352,Behcet's disease,Y,,,,,56,,
4385,M353,Polymyalgia rheumatica,Y,,,,,57,,
4386,M355,Multifocal fibrosclerosis,Y,,,,,57,,
4387,M358,Other specified systemic involvement of connective tissue,Y,,,,,57,,
4388,M359,"Systemic involvement of connective tissue, unspecified",Y,,,,,57,,
4389,M360,Dermato(poly)myositis in neoplastic disease,Y,,,,,56,,
4390,M368,Systemic disorders of connective tissue in other diseases classified elsewhere,Y,,,,,57,,
4391,M4200,"Juvenile osteochondrosis of spine, site unspecified",Y,,,,,62,,
4392,M4201,"Juvenile osteochondrosis of spine, occipito-atlanto-axial region",Y,,,,,62,,
4393,M4202,"Juvenile osteochondrosis of spine, cervical region",Y,,,,,62,,
4394,M4203,"Juvenile osteochondrosis of spine, cervicothoracic region",Y,,,,,62,,
4395,M4204,"Juvenile osteochondrosis of spine, thoracic region",Y,,,,,62,,
4396,M4205,"Juvenile osteochondrosis of spine, thoracolumbar region",Y,,,,,62,,
4397,M4206,"Juvenile osteochondrosis of spine, lumbar region",Y,,,,,62,,
4398,M4207,"Juvenile osteochondrosis of spine, lumbosacral region",Y,,,,,62,,
4399,M4208,"Juvenile osteochondrosis of spine, sacral and sacrococcygeal region",Y,,,,,62,,
4400,M4209,"Juvenile osteochondrosis of spine, multiple sites in spine",Y,,,,,62,,
4401,M450,Ankylosing spondylitis of multiple sites in spine,Y,,,,,56,,
4402,M451,Ankylosing spondylitis of occipito-atlanto-axial region,Y,,,,,56,,
4403,M452,Ankylosing spondylitis of cervical region,Y,,,,,56,,
4404,M453,Ankylosing spondylitis of cervicothoracic region,Y,,,,,56,,
4405,M454,Ankylosing spondylitis of thoracic region,Y,,,,,56,,
4406,M455,Ankylosing spondylitis of thoracolumbar region,Y,,,,,56,,
4407,M456,Ankylosing spondylitis lumbar region,Y,,,,,56,,
4408,M457,Ankylosing spondylitis of lumbosacral region,Y,,,,,56,,
4409,M458,Ankylosing spondylitis sacral and sacrococcygeal region,Y,,,,,56,,
4410,M459,Ankylosing spondylitis of unspecified sites in spine,Y,,,,,56,,
4411,M4620,"Osteomyelitis of vertebra, site unspecified",Y,,,,,55,,
4412,M4621,"Osteomyelitis of vertebra, occipito-atlanto-axial region",Y,,,,,55,,
4413,M4622,"Osteomyelitis of vertebra, cervical region",Y,,,,,55,,
4414,M4623,"Osteomyelitis of vertebra, cervicothoracic region",Y,,,,,55,,
4415,M4624,"Osteomyelitis of vertebra, thoracic region",Y,,,,,55,,
4416,M4625,"Osteomyelitis of vertebra, thoracolumbar region",Y,,,,,55,,
4417,M4626,"Osteomyelitis of vertebra, lumbar region",Y,,,,,55,,
4418,M4627,"Osteomyelitis of vertebra, lumbosacral region",Y,,,,,55,,
4419,M4628,"Osteomyelitis of vertebra, sacral and sacrococcygeal region",Y,,,,,55,,
4420,M4630,"Infection of intervertebral disc (pyogenic), site unspecified",Y,,,,,55,,
4421,M4631,"Infection of intervertebral disc (pyogenic), occipito-atlanto-axial region",Y,,,,,55,,
4422,M4632,"Infection of intervertebral disc (pyogenic), cervical region",Y,,,,,55,,
4423,M4633,"Infection of intervertebral disc (pyogenic), cervicothoracic region",Y,,,,,55,,
4424,M4634,"Infection of intervertebral disc (pyogenic), thoracic region",Y,,,,,55,,
4425,M4635,"Infection of intervertebral disc (pyogenic), thoracolumbar region",Y,,,,,55,,
4426,M4636,"Infection of intervertebral disc (pyogenic), lumbar region",Y,,,,,55,,
4427,M4637,"Infection of intervertebral disc (pyogenic), lumbosacral region",Y,,,,,55,,
4428,M4638,"Infection of intervertebral disc (pyogenic), sacral and sacrococcygeal region",Y,,,,,55,,
4429,M4639,"Infection of intervertebral disc (pyogenic), multiple sites in spine",Y,,,,,55,,
4430,M4850XA,"Collapsed vertebra, not elsewhere classified, site unspecified, initial encounter for fracture",Y,,,,,226,,
4431,M4851XA,"Collapsed vertebra, not elsewhere classified, occipito-atlanto-axial region, initial encounter for fracture",Y,,,,,226,,
4432,M4852XA,"Collapsed vertebra, not elsewhere classified, cervical region, initial encounter for fracture",Y,,,,,226,,
4433,M4853XA,"Collapsed vertebra, not elsewhere classified, cervicothoracic region, initial encounter for fracture",Y,,,,,226,,
4434,M4854XA,"Collapsed vertebra, not elsewhere classified, thoracic region, initial encounter for fracture",Y,,,,,226,,
4435,M4855XA,"Collapsed vertebra, not elsewhere classified, thoracolumbar region, initial encounter for fracture",Y,,,,,226,,
4436,M4856XA,"Collapsed vertebra, not elsewhere classified, lumbar region, initial encounter for fracture",Y,,,,,226,,
4437,M4857XA,"Collapsed vertebra, not elsewhere classified, lumbosacral region, initial encounter for fracture",Y,,,,,226,,
4438,M4858XA,"Collapsed vertebra, not elsewhere classified, sacral and sacrococcygeal region, initial encounter for fracture",Y,,,,,226,,
4439,M488X1,"Other specified spondylopathies, occipito-atlanto-axial region",Y,,,,,56,,
4440,M488X2,"Other specified spondylopathies, cervical region",Y,,,,,56,,
4441,M488X3,"Other specified spondylopathies, cervicothoracic region",Y,,,,,56,,
4442,M488X4,"Other specified spondylopathies, thoracic region",Y,,,,,56,,
4443,M488X5,"Other specified spondylopathies, thoracolumbar region",Y,,,,,56,,
4444,M488X6,"Other specified spondylopathies, lumbar region",Y,,,,,56,,
4445,M488X7,"Other specified spondylopathies, lumbosacral region",Y,,,,,56,,
4446,M488X8,"Other specified spondylopathies, sacral and sacrococcygeal region",Y,,,,,56,,
4447,M488X9,"Other specified spondylopathies, site unspecified",Y,,,,,56,,
4448,M726,Necrotizing fasciitis,Y,,,,,54,,
4449,M8000XA,"Age-related osteoporosis with current pathological fracture, unspecified site, initial encounter for fracture",Y,age >=15,,,,227,,
4450,M80011A,"Age-related osteoporosis with current pathological fracture, right shoulder, initial encounter for fracture",Y,age >=15,,,,227,,
4451,M80012A,"Age-related osteoporosis with current pathological fracture, left shoulder, initial encounter for fracture",Y,age >=15,,,,227,,
4452,M80019A,"Age-related osteoporosis with current pathological fracture, unspecified shoulder, initial encounter for fracture",Y,age >=15,,,,227,,
4453,M80021A,"Age-related osteoporosis with current pathological fracture, right humerus, initial encounter for fracture",Y,age >=15,,,,226,,
4454,M80022A,"Age-related osteoporosis with current pathological fracture, left humerus, initial encounter for fracture",Y,age >=15,,,,226,,
4455,M80029A,"Age-related osteoporosis with current pathological fracture, unspecified humerus, initial encounter for fracture",Y,age >=15,,,,226,,
4456,M80031A,"Age-related osteoporosis with current pathological fracture, right forearm, initial encounter for fracture",Y,age >=15,,,,227,,
4457,M80032A,"Age-related osteoporosis with current pathological fracture, left forearm, initial encounter for fracture",Y,age >=15,,,,227,,
4458,M80039A,"Age-related osteoporosis with current pathological fracture, unspecified forearm, initial encounter for fracture",Y,age >=15,,,,227,,
4459,M80041A,"Age-related osteoporosis with current pathological fracture, right hand, initial encounter for fracture",Y,age >=15,,,,227,,
4460,M80042A,"Age-related osteoporosis with current pathological fracture, left hand, initial encounter for fracture",Y,age >=15,,,,227,,
4461,M80049A,"Age-related osteoporosis with current pathological fracture, unspecified hand, initial encounter for fracture",Y,age >=15,,,,227,,
4462,M80051A,"Age-related osteoporosis with current pathological fracture, right femur, initial encounter for fracture",Y,age >=15,,,,226,,
4463,M80052A,"Age-related osteoporosis with current pathological fracture, left femur, initial encounter for fracture",Y,age >=15,,,,226,,
4464,M80059A,"Age-related osteoporosis with current pathological fracture, unspecified femur, initial encounter for fracture",Y,age >=15,,,,226,,
4465,M80061A,"Age-related osteoporosis with current pathological fracture, right lower leg, initial encounter for fracture",Y,age >=15,,,,227,,
4466,M80062A,"Age-related osteoporosis with current pathological fracture, left lower leg, initial encounter for fracture",Y,age >=15,,,,227,,
4467,M80069A,"Age-related osteoporosis with current pathological fracture, unspecified lower leg, initial encounter for fracture",Y,age >=15,,,,227,,
4468,M80071A,"Age-related osteoporosis with current pathological fracture, right ankle and foot, initial encounter for fracture",Y,age >=15,,,,227,,
4469,M80072A,"Age-related osteoporosis with current pathological fracture, left ankle and foot, initial encounter for fracture",Y,age >=15,,,,227,,
4470,M80079A,"Age-related osteoporosis with current pathological fracture, unspecified ankle and foot, initial encounter for fracture",Y,age >=15,,,,227,,
4471,M8008XA,"Age-related osteoporosis with current pathological fracture, vertebra(e), initial encounter for fracture",Y,age >=15,,,,226,,
4472,M8080XA,"Other osteoporosis with current pathological fracture, unspecified site, initial encounter for fracture",Y,,,,,227,,
4473,M80811A,"Other osteoporosis with current pathological fracture, right shoulder, initial encounter for fracture",Y,,,,,227,,
4474,M80812A,"Other osteoporosis with current pathological fracture, left shoulder, initial encounter for fracture",Y,,,,,227,,
4475,M80819A,"Other osteoporosis with current pathological fracture, unspecified shoulder, initial encounter for fracture",Y,,,,,227,,
